Date,Site,Feeder,RFID,ColorBands,SilverBands,Sex,WingLength,Mass,BID,Maturity
9/8/2017,H,F4H,01101799A2,R/O;GreenPT,,M,70,12.4,H687,juv
9/8/2017,H,F4H,0700EDD7FE,R/Y;GreenPT,,,70,11.94,H690,
9/8/2017,H,F2H,0700ED9583,GreenPT;G/S2820-13238,2820-13238,,69,11.7,H692,juv
9/8/2017,H,F2H,0700EDB888,R/Blue;GreenPT,,,70,11.25,H693,juv
9/11/2017,H,F5H,0700EE42B1,R/LB;GreenPT,,M,69,11.83,H694,juv
9/11/2017,H,F5H,0700EDEE86,R/G;GreenPT,,,69,11.37,H695,juv
9/11/2017,H,F5H,0700EDAA45,G/S2820-13365;GreenPT,2820-13365,,68,10.84,H696,juv
9/15/2017,H,F2H,011017A089,R/Black;GreenPT,,,72,10.83,H707,juv
9/15/2017,H,F1H,0700ED990E,R/Grey;GreenPT,,F,68.5,10.87,H699,adult
9/15/2017,H,F1H,0700ED87B1,GreenPT;O/R,,M,72,12.84,H700,
9/15/2017,H,F4H,0700EE09F8,GreenPT;Y/R,,M,73,11.76,H708,juv
9/15/2017,H,F4H,0700EE341F,GreenPT;Blue/R,,,72,,H709,
9/15/2017,H,F3H,0700EE2A07,GreenPT;LB/R,,F,65,,H710,juv
9/15/2017,H,F3H,0700EDB544,GreenPT;G/R,,,70,,H711,adult
9/15/2017,H,F3H,0700EDAF43,GreenPT;Black/R,,,69,,H712,
9/15/2017,H,F3H,0700EDD8A3,GreenPT;Grey/R,,,71,,H713,juv
9/15/2017,H,F3H,0700EDEDF9,O/R;GreenPT,,F,67,,H714,
9/15/2017,H,F3H,011017A38C,Y/R;GreenPT,,F,67,,H715,juv
9/15/2017,H,F3H,0700ED90AA,LB/S2820-13348;GreenPT,2820-13348,,71,,H716,juv
9/15/2017,H,F1H,0700ED936A,Blue/R;GreenPT,,,71,,H717,juv
9/15/2017,H,F1H,0700ED985B,LB/R;GreenPT,,F,70,,H718,adult
9/15/2017,H,F3H,0700EE3F26,G/R;GreenPT,,M,73,,H720,adult
9/22/2017,H,F3H,0700ED9E61,Black/R;GreenPT,,,68,,H721,juv
9/22/2017,H,F3H,011017A126,Grey/R;GreenPT,,,70,,H722,juv
9/22/2017,H,F3H,0700EDB2DC,PurplePT;_,,,68,,H723,juv
9/22/2017,H,F3H,011017A362,_;PurplePT,,,70,,H724,juv
11/11/2017,H,F1H,011017A4CF,PurplePT;R,,F,66.5,,H725,
11/11/2017,H,F1H,0700EDADD1,PurplePT;Blue,,M,74,,H726,
11/11/2017,H,F1H,0700EDF205,PurplePT;LB,,,71,,H727,juv
11/11/2017,H,F2H,0700EDB49C,PurplePT;G,,M,69.5,,H728,
11/17/2017,H,F1H,011017A601,B/S2740-25658;GreenPT,2740-25658,,72,,H729,adult
11/18/2017,H,F2H,0700EE08CB,PurplePT;Black,,F,68.5,,H730,juv
11/29/2017,H,F1H,0700EE32AF,PurplePT;Grey,,,68,,H731,
11/29/2017,H,F1H,011017A1B1,PurplePT;Y,,,72,,H732,
11/29/2017,H,F2H,0700EDDCB5,PurplePT;O,,,71,,H733,juv
11/29/2017,H,F1H,011017A0AA,R;PurplePT,,M,75,,H734,adult
11/29/2017,H,F1H,0700EDA769,Blue;PurplePT,,M,73,,H735,adult
11/29/2017,H,F1H,0700EE220E,LB;PurplePT,,F,65.5,,H736,adult
11/29/2017,H,F4H,0700ED9FCD,Black;PurplePT,,F,66,,H737,juv
11/29/2017,H,F4H,011017A0F3,Grey;PurplePT,,F,67,,H738,juv
11/29/2017,H,F4H,0700EDB225,Y;PurplePT,,M,70,,H739,
11/29/2017,H,F4H,0700EDDF34,O;PurplePT,,F,67,,H740,juv
12/6/2017,H,F4H,0110179D6B,G;PurplePT,,F,66.5,,H741,adult
12/6/2017,H,F1H,0700EDD6B2,PurplePT;R/R,,M,72,,H742,juv
12/6/2017,H,F1H,011017A375,PurplePT;Blue/Blue,,F,70,,H743,adult
12/13/2017,H,F1H,0700EE0804,PurplePT;Black/Black,,F,67,,H744,juv
12/13/2017,H,F1H,01101798AA,PurplePT;G/G,,F,69,,H745,
12/13/2017,H,F3H,011017A7CF,PurplePT;LB/LB,,M,75,,H746,adult
12/13/2017,H,F1H,0700ED9BCF,PurplePT;Y/Y,,,71.5,,H747,juv
12/13/2017,H,F1H,0700EE0933,PurplePT;O/O,,F,67.5,,H748,juv
12/13/2017,H,F1H,0700EE4426,PurplePT;Grey/Grey,,,69.5,,H749,juv
12/13/2017,H,F1H,0700ED8873,R/R;PurplePT,,,72,,H750,juv
12/13/2017,H,F1H,0700ED89A6,Blue/Blue;PurplePT,,,68.5,,H751,juv
12/13/2017,H,F1H,0700EE31C6,Black/Black;PurplePT,,M,73,,H752,juv
12/22/2017,H,F1H,011017A58B,G/G;PurplePT,,M,71,,H753,juv
12/22/2017,H,F1H,0700EDA065,LB/LB;PurplePT,,,71,,H754,juv
12/22/2017,H,F1H,0700EDE00E,Blue/S2740-25731;GreenPT,2740-25731,,70,,H755,juv
12/22/2017,H,F1H,0110179AFB,Y/Y;PurplePT,,,71,,H756,
12/22/2017,H,F1H,0700EDCD3B,O/O;PurplePT,,,69,,H757,
12/27/2017,H,F3H,0700EE33F9,Grey/Grey;PurplePT,,,70,,H758,juv
12/27/2017,H,F1H,0110179E5D,PurplePT;R/Blue,,,71,,H759,adult
12/27/2017,H,F1H,0110179B73,PurplePT;R/Black,,,71.5,,H760,adult
1/1/2018,H,F1H,0700EE1132,PurplePT;R/G,,F,67.5,,H783; H808,juv
1/1/2018,H,F1H,0110179FA8,PurplePT;R/LB,,F,65,,,juv
1/1/2018,H,F1H,0700EE32E0,PurplePT;R/Y,,,71,,,
1/1/2018,H,F1H,0700EE3C50,PurplePT;R/O,,M,70.5,,H797,adult
1/12/2018,H,F3H,0110179CDC,PurplePT;R/Grey,,F,67,,H761,juv
1/12/2018,H,F3H,0700EDDAA7,R/Blue;PurplePT,,M,70,,H762,juv
1/12/2018,H,F3H,0700EDC991,R/Black;PurplePT,,,67.5,,H763,
1/17/2018,H,F3H,0700ED97C3,R/G;PurplePT,,F,65.5,,H764,
2/23/2018,H,F3H,0700EE1998,R/LB;PurplePT,,,71,,,juv
2/23/2018,H,F3H,0110179726,R/Y;PurplePT,,,70,,,juv
6/18/2018,H,BOX 1A H,0700EDAB8F,R/O;PurplePT,,M,70,,H765,adult
6/24/2018,H,BOX B24 H,0110179DD1,R/Grey;PurplePT,,F,71,,H770,adult
6/27/2018,H,BOX B32 H,0700EDF137,PurplePT;Blue/R,,F,67,,H778,adult
6/27/2018,H,BOX 18A H,011017A0F6,PurplePT;Black/R,,M,72,,H780,adult
6/27/2018,H,BOX 18A H,0700EE1015,PurplePT;G/R,,F,68.5,,H781,adult
6/27/2018,H,BOX 11 CEMENT H,01101795EF,PurplePT;LG/R,,F,68.5,,H782,adult
6/28/2018,H,BOX 39 H,0700EDE518,PurplePT;LB/R,,F,67.5,,H784,adult
6/28/2018,H,BOX B28 H,01101796CF,PurplePT;Y/R,,M,70,,H785,adult
7/3/2018,H,BOX 31 H,0700ED9194,PurplePT;O/R,,F,66,,H786,adult
7/5/2018,H,BOX 35-1A H,0700ED865D,PurplePT;Grey/R,,F,68,,H,adult
8/27/2018,H,F3H,01101798E7,Grey/S2820-13799;GPT,2820-13799,,69,,H788,juv
8/31/2018,H,F2H,0700EE411B,Blue/R;PurplePT,,,71,,H789,juv
8/31/2018,H,F2H,0700ED0584,Black/S2820-13636;WhitePT,2820-13636,M,72,,H790; H812,juv
8/31/2018,H,F2H,0700ED92CC,Black/R;PurplePT,,,68.5,,H791,
8/31/2018,H,F2H,0700EDE494,G/R;PurplePT,,,68.5,,H792,
9/25/2018,H,F4H,011017A0B2,Black/S2820-13861;GPT,2820-13861,,68,,H794,juv
12/12/2018,H,F1H,0700EE36B9,LB/R;PurplePT,,,71,,H795,juv
12/22/2018,H,F1H,0700EE29AB,Y/R;PurplePT,,,70,,,juv
12/22/2018,H,F1H,0700EDDC12,O/R;PurplePT,,F,66,,,juv
12/22/2018,H,F1H,0700EDB504,Grey/R;PurplePT,,,,,,juv
12/22/2018,H,F1H,0700EDC782,PurplePT;Blue/Black,,,67.5,,,juv
12/22/2018,H,F1H,0700EDD683,PurplePT;Blue/LB,,,68,,,juv
12/26/2018,H,F3H,0700ED9486,PurplePT;Blue/G,,,70,,,juv
12/26/2018,H,F3H,0700EDFC00,O/S2820-13801;GPT,2820-13801,,68,,HF851,juv
12/26/2018,H,F3H,01101798A1,PurplePT;Blue/Y,,,68,,,juv
12/26/2018,H,F1H,0700EDDD27,PurplePT;Blue/O,,,69,,,juv
12/30/2018,H,F1H,0700EDCBB7,PurplePT;Blue/Grey,,,72,,,juv
1/11/2019,H,F1H,011017A2FF,Blue/Black;PurplePT,,F,68,,H807,juv
1/11/2019,H,F1H,011017A764,Blue/LB;PurplePT,,,70,,,juv
1/11/2019,H,F3H,0700ED9ACB,Blue/G;PurplePT,,F,67,,,juv
1/11/2019,H,F1H,0700EE43AE,Blue/Y;PurplePT,,,69,,,juv
1/25/2019,H,F3H,0700EE242F,Blue/O;PurplePT,,F,67,,,juv
1/25/2019,H,F3H,011017A38D,Blue/Grey;PurplePT,,,72,,,juv
1/25/2019,H,F3H,0700EDB804,PurplePT;Black/Blue,,,71,,,juv
1/25/2019,H,F3H,0700EDDC65,PurplePT;LB/Blue,,,70.5,,,juv
1/25/2019,H,F1H,011017A00E,PurplePT;G/Blue,,,71,,,juv
3/11/2019,H,F1H,011016CF2B,PurplePT;Y/Blue,,F,66.5,,,juv
3/11/2019,H,F1H,01103F8CCB,PurplePT;O/Blue,,,68,,,juv
3/11/2019,H,F1H,01103F6B2D,PurplePT;Grey/Blue,,,70,,,juv
3/11/2019,H,F3H,011016DAB0,Black/Blue;PurplePT,,,68.5,,,
3/11/2019,H,F3H,01103F64A2,LB/Blue;PurplePT,,,72,,,juv
3/11/2019,H,F3H,01103F78B9,G/Blue;PurplePT,,,70,,,juv
3/11/2019,H,F1H,0700ED99D6,RedPT;Y/R,,M,74,,,adult
3/13/2019,H,F1H,011016AA87,Y/Blue;PurplePT,,,69.5,,,juv
3/13/2019,H,F1H,0110174484,S2820-13751/Y;WhitePT,2820-13751,F,65.5,,HF815,juv
3/13/2019,H,F1H,011016E6F6,O/Blue;PurplePT,,,71,,,
3/13/2019,H,F1H,011016F8EA,Grey/Blue;PurplePT,,F,63.5,,,juv
3/13/2019,H,F1H,011016BC93,PurplePT;G/LB,,,69.5,,,juv
3/13/2019,H,F1H,011016EC1F,PurplePT;G/Black,,,72,,,juv
3/15/2019,H,F3H,0110173587,S2820-13889/O;YPT,2820-13889,,71,,HF935,juv
3/15/2019,H,F3H,01101744BA,S2820-13905/G;WhitePT,2820-13905,,72,,HF951,juv
3/15/2019,H,F3H,011016E90A,PurplePT;G/O,,M,73.5,,,juv
3/15/2019,H,F3H,011016D7B8,G/Y;PurplePT,,,69.5,,,
3/18/2019,H,F3H,0110172798,S2820-13814/LB;WhitePT,2820-13814,,70,,HF864,juv
3/18/2019,H,F1H,011016DEED,PurplePT;G/Y,,,70,,,juv
3/18/2019,H,F1H,01101700D6,PurplePT;G/Grey,,F,66,,,juv
3/22/2019,H,F3H,011016D8FB,G/LB;PurplePT,,,69,,,juv
3/24/2019,H,F3H,011016A5C0,G/Black;PurplePT,,F,66.5,,,juv
3/24/2019,H,F1H,011016AF74,G/O;PurplePT,,,,,,juv
3/24/2019,H,F1H,011016AE4D,G/Grey;PurplePT,,F,66,,,juv
3/29/2019,H,F3H,011016D1FB,PurplePT;LB/G,,,69,,,juv
3/29/2019,H,F3H,011016BF32,PurplePT;Black/G,,,70.5,,,juv
3/29/2019,H,F3H,011016E240,PurplePT;O/G,,,70,,,juv
3/29/2019,H,F3H,011016B0B2,PurplePT;Y/G,,,67,,,juv
3/29/2019,H,F3H,011016D09F,PurplePT;Grey/G,,,65,,,juv
3/29/2019,H,F3H,011016BF54,LB/G;PurplePT,,,68,,,juv
3/29/2019,H,F3H,011016A6B4,Black/G;PurplePT,,,67.5,,,juv
3/29/2019,H,F3H,01103F8935,O/G;PurplePT,,,67.5,,,juv
3/29/2019,H,F3H,011016D443,Y/G;PurplePT,,,69.5,,,juv
3/29/2019,H,F3H,0110173156,S2820-13829/B;WhitePT,2820-13829,,71,,HF875,juv
3/29/2019,H,F3H,01101732B5,S2820-13592/Grey;WhitePT,2820-13592,,74,,HF728,juv
3/29/2019,H,F3H,011016BC94,Grey/G;PurplePT,,,71,,,adult
3/29/2019,H,F3H,011016DD63,PurplePT;Y/LB,,,72,,,juv
3/29/2019,H,F1H,011016EAC1,PurplePT;Y/Black,,,74,,,adult
3/29/2019,H,F1H,011016BE84,PurplePT;Y/O,,,71,,,juv
7/1/2019,H,BOX B19 H,011016E4E3,PurplePT;Y/Grey,,F,65,,H799,juv
7/1/2019,H,BOX 38-1 H,011016B5C8,Y/LB;PurplePT,,F,65,,H800,juv
7/1/2019,H,BOX 22B-2 H,011016BD62,Y/Black;PurplePT,,F,65,,H801,
7/1/2019,H,BOX 21A H,011016D3AB,Y/O;PurplePT,,F,65,,H802,
7/6/2019,H,BOX B32 H,011016C70D,Y/Grey;PurplePT,,M,70,,H809,
9/2/2019,H,F4H,011016A45C,PurplePT;LB/Y,,,73,,H817,
9/2/2019,H,F3H,01101742EF,S2850-50094/Black;WPT,2850-50094,,71,,H818,juv
9/20/2019,H,F3H,0110170406,W/S2850-50067;WPT,2850-50067,,66,,,juv
9/20/2019,H,F4H,0110171EAB,Y/S2820-13830;WPT,2820-13830,,75,,,adult
9/20/2019,H,F4H,01103F3973,PurplePT;Black/Y,,,71,,,juv
9/20/2019,H,F4H,011016E4E1,PurplePT;O/Y,,,69,,H843,juv
9/20/2019,H,F4H,011016D0C1,PurplePT;S2540-02007,2540-02007,,67,,,juv
9/20/2019,H,F4H,01103F9064,PurplePT;Grey/Y,,,,,,adult
9/20/2019,H,F3H,011016AC8F,LB/Y;PurplePT,,,71,,,juv
9/20/2019,H,F3H,011016D572,Black/Y;PurplePT,,,71.5,,,juv
9/20/2019,H,F3H,011016B0A5,O/Y;PurplePT,,,69,,,adult
9/20/2019,H,F4H,011017113D,G/S2850-50102;WPT,2850-50102,,71,,,juv
9/20/2019,H,F0H,011016B272,Grey/Y;PurplePT,,,70.5,,,adult
9/20/2019,H,F0H,011016CFBC,PurplePT;O/LB,,,71.5,,,juv
9/20/2019,H,F0H,011016AF70,PurplePT;O/Black,,,71,,,adult
9/23/2019,H,F2H,011016BF2F,PurplePT;O/Grey,,,68.5,,H819,adult
9/23/2019,H,F2H,011016EF4A,O/LB;PurplePT,,,69,,H820,adult
9/23/2019,H,F2H,01103F39F2,O/Black;PurplePT,,,67.5,,H821,juv
9/23/2019,H,F2H,011016EAEB,O/Grey;PurplePT,,,75.5,,H823,
9/23/2019,H,F2H,01101723F3,LB/S2820-13991;WPT,2820-13991,,73,,H822,juv
9/23/2019,H,F2H,011016D154,PurplePT;LB/O,,,67,,H824,juv
9/23/2019,H,F2H,011016BD4F,PurplePT;Black/O,,,71,,H825,juv
9/23/2019,H,F2H,011016F3EE,PurplePT;Grey/O,,,68,,H826,juv
9/23/2019,H,F2H,011016F551,LB/O;PurplePT,,,73,,H827,juv
9/23/2019,H,F1H,011016CC48,Black/O;PurplePT,,,69.5,,H828,juv
9/23/2019,H,F1H,011016A35C,Grey/O;PurplePT,,,72,,H829,adult
9/23/2019,H,F1H,011016E0EC,PurplePT;LB/Black,,,71,,H830,juv
9/23/2019,H,F1H,01101704D2,B/S2850-50130;WPT,2850-50130,,71,,H831,juv
9/23/2019,H,F5H,01103F6C0F,PurplePT;LB/Grey,,,74,,H832,juv
9/23/2019,H,F5H,011016C2C4,LB/Black;PurplePT,,,68,,H833,adult
9/23/2019,H,F5H,01103F399C,LB/Grey;PurplePT,,,70.5,,H834,juv
9/24/2019,H,F0H,011016A92C,PurplePT;Black/LB,,,75,,H835,adult
9/24/2019,H,F0H,0110172CF6,Grey/S2820-13666;WPT,2820-13666,,71,,H836,adult
9/24/2019,H,F0H,011016ADC1,PurplePT;Grey/LB,,,72,,H837,adult
9/25/2019,H,F3H,011016D163,Black/LB;PurplePT,,,72,,H838,juv
9/25/2019,H,F4H,0700EDE399,Grey/LB;PurplePT,,,69,,H839,juv
9/25/2019,H,F4H,011017A528,PurplePT;Grey/Black,,,71,,H840,adult
9/25/2019,H,F4H,0700EDA039,PurplePT;Black/Grey,,,68,,H841,juv
9/25/2019,H,F4H,0110174182,O/S2820-13589;WPT,2820-13589,,69.5,,H842,adult
10/1/2019,H,F1H,011017A318,Grey/Black;PurplePT,,,,,,juv
10/1/2019,H,F2H,011017A4CC,Black/Grey;PurplePT,,,66,,,juv
10/1/2019,H,F2H,0700EE1EDA,PurplePT;W,,,67,,,juv
10/1/2019,H,F2H,0700ED902C,PurplePT;W/R,,,76,,,adult
10/1/2019,H,F2H,011017A0B6,PurplePT;W/O,,,72,,,juv
10/1/2019,H,F2H,01101797D6,PurplePT;W/Blue,,,73.5,,,adult
10/1/2019,H,F2H,0700EE3EBF,PurplePT;W/LB,,,71,,,juv
10/1/2019,H,F2H,0700EE0EA8,PurplePT;W/G,,,70,,,juv
10/1/2019,H,F1H,0700EE1892,PurplePT;W/Black,,,71,,,juv
10/1/2019,H,F2H,011017A1AA,PurplePT;W/Grey,,,75,,,adult
10/1/2019,H,F2H,0700EE084F,S2820-13540/Y;BPT,2820-13540,,71,,,adult
10/2/2019,H,F4H,0700EDD4F2,S2820-13876/O;BPT,2820-13876,,69,,H844,adult
10/2/2019,H,F4H,0700EDBE06,PurplePT;W/W,,,68,,H845,juv
10/2/2019,H,F4H,0700EE06DC,S2850-50120/G;BPT,2850-50120,,66,,H846,juv
10/2/2019,H,F3H,0700EDC331,W;PurplePT,,,70,,H847,juv
10/2/2019,H,F3H,0700EDFDEB,S2820-13694/LB;BPT,2820-13694,,71,,H848,adult
10/2/2019,H,F3H,0700EE2DB0,W/R;PurplePT,,,68,,H849,juv
10/2/2019,H,F5H,0700EDA30F,W/O;PurplePT,,,71.5,,H850,juv
10/2/2019,H,F5H,01101795DD,W/Blue;PurplePT,,,71,,H851,adult
10/2/2019,H,F4H,0700EDF0D5,S2820-13773/B;BPT,2820-13773,,73,,H852,adult
10/2/2019,H,F4H,0700EDA581,W/LB;PurplePT,,,74,,H853,adult
10/2/2019,H,F3H,0700EE02EC,W/G;PurplePT,,,70,,H854,juv
10/2/2019,H,F5H,0700ED8963,W/Black;PurplePT,,,68,,H855,juv
10/2/2019,H,F5H,0110179C0E,W/Grey;PurplePT,,,67,,H856,adult
10/2/2019,H,F4H,0700EDC37C,S2820-50140/Grey;BPT,2820-50140,,71,,H857,juv
10/2/2019,H,F5H,0700EDC450,S2850-50092/Black;BPT,2850-50092,,69.5,,H858,juv
10/2/2019,H,F5H,0700EDFEC7,W/W;PurplePT,,,69,,H859,juv
10/4/2019,H,F0H,0700ED8D1B,PurplePT;R/W,,,71,,H860,juv
10/4/2019,H,F0H,0700ED9EB0,PurplePT;O/W,,,72,,H861,juv
10/4/2019,H,F0H,0110179B6B,PurplePT;Blue/W,,,71,,H862,juv
10/4/2019,H,F0H,0700ED8B4F,PurplePT;LB/W,,,69,,H863,adult
8/22/2014,L,F8L,0300023F00,BLACKPT;_,,M,74,12.3,L3,adult
8/22/2014,L,F2L,030003BC76,BLUEPT;_,,M,75.5,12.31,L1,adult
8/22/2014,L,F4L,0700EE04B3,_;BLUEPT,,F,69,11.2,L2; L295,adult
8/22/2014,L,F8L,0700EE182E,_;BLACKPT,,F,72,14.32,L4,adult
8/27/2014,L,F5L,0700EDF91A,BLACKPT;S2540-39287,2540-39287,M,70.5,11.77,L7; L293; L327,adult
8/27/2014,L,F7L,0700EDB710,BLUEPT;Blue,,M,73,12.4,L11,
8/27/2014,L,F7L,0700ED9F89,BLUEPT;LB,,M,73,12.65,L12,
8/27/2014,L,F8L,0700EE28DD,BLUEPT;G,,M,73.5,12.04,L13,adult
8/27/2014,L,F6L,0700EE0796,BLUEPT;S2720-43483,2720-43483,,70,12.07,L6,adult
8/27/2014,L,F6L,0700EDD7C6,GREYPT;_,,F,69.5,11.16,L9,
8/27/2014,L,F8L,0300037E52,YPT;_,,,69,11.02,L5; L361,
8/27/2014,L,F6L,0300035196,YPT;_,,M,72,12.53,L8,adult
8/27/2014,L,F6L,030002D01B,_;GREYPT,,,68.5,11.8,L10,
9/3/2014,L,F8L,030001F598,Blue;BLUEPT,,M,69.5,12.09,L20; L357,
9/3/2014,L,F7L,0300029B17,BLUEPT;LG,,,69.5,12.32,L14,
9/3/2014,L,F4L,0700EDF951,BLUEPT;Black,,M,71,12.29,L15; L285; L334,adult
9/3/2014,L,F8L,03000374B8,BLUEPT;Grey,,M,73,11.94,L16,
9/3/2014,L,F8L,030002ABB6,BLUEPT;Y,,M,67.5,10.32,L17; L269,
9/3/2014,L,F8L,0700EDFC08,BLUEPT;O,,,72,13.24,L18,adult
9/3/2014,L,F8L,0700EE0900,BLUEPT;W,,,69,11.54,L19; L267,
9/3/2014,L,F3L,0700EE2471,LB;BLUEPT,,M,71.5,11.89,L21; L290,
9/10/2014,L,F8L,0300021719,G;BLUEPT,,,68.5,10.69,L22; L275,
10/10/2014,L,F8L,03000238B6,Black;BLUEPT,,,70.5,12.3,L24,
10/10/2014,L,F3L,0700EDD882,LG;BLUEPT,,F,65,10.56,L23,
10/29/2014,L,F8L,0700EDE9E6,BLACKPT;Blue,,,70.5,12.04,L30,
10/29/2014,L,F8L,0300028A90,BLACKPT;LB,,,68.5,11.26,L31,
10/29/2014,L,F7L,0700EE22F5,BLACKPT;G,,M,73.5,11.86,L32,
10/29/2014,L,F6L,0700EE0832,BLACKPT;LG,,,70,12.06,L33,
10/29/2014,L,F6L,030001F5E3,BLUEPT;S2720-43627/W,2720-43627,F,67,11.25,L26; L246; L301,juv
10/29/2014,L,F6L,0700EE3185,Grey;BLUEPT,,,71,11.92,L25,
10/29/2014,L,F6L,03000268DB,O;BLUEPT,,M,73.5,12.23,L28,
10/29/2014,L,F8L,0300024BC6,W;BLUEPT,,M,74.5,11.88,L29,
10/29/2014,L,F6L,0700EE2F01,Y;BLUEPT,,F,68,10.51,L27,
11/3/2014,L,F4L,0700EDFA56,BLACKPT;Black,,M,70.5,9.52,L34,
11/3/2014,L,F4L,0700EDF49C,BLACKPT;Grey,,M,73.5,11.95,L35,
11/3/2014,L,F5L,0700ED987A,BLACKPT;O,,,70,10.28,L36,
11/3/2014,L,F5L,0700EE0FCF,BLACKPT;W,,,68,9.83,L37,
11/3/2014,L,F6L; box 13B L,0700EE0791,BlackPT;LG/S2720-43639,2720-43639,,69,11.14,L41,juv
11/3/2014,L,F4L,0700EE1229,BLACKPT;Y,,,68,10.52,none,
11/3/2014,L,F4L,0700EE2338,BLACKPT;Grey/S2720-43470,2720-43470,F,66,10.47,,adult
11/3/2014,L,F5L,0700EDFC9F,Blue;BLACKPT,,M,72.5,11.07,L38,
11/3/2014,L,F4L,0700ED9C83,G;BLACKPT,,M,71,10.97,L40; L331,
11/3/2014,L,F4L,0700EDED2A,LB;BLACKPT,,F,66.5,9.42,L39; L814,
11/3/2014,L,F6L,0700EDBBFC,LG;BLACKPT,,,72,10.55,L42,
11/10/2014,L,F2L, 030001BAA3,Black;BLACKPT,,M,70.5,10.75,L43; L282,adult
11/10/2014,L,F8L,0300024BC2,Blue;YPT,,M,70.5,11.74,L58,
11/10/2014,L,F2L,0300024622,G;YPT,,,71.5,11.54,L60; L330; L364,
11/10/2014,L,F2L,0700EE1E3D,Grey;BLACKPT,,M,71.5,11.56,L44; L318,
11/10/2014,L,F5L,0300023ABD,LB;YPT,,F,67,12.45,L59,
11/10/2014,L,F2L,0700EE0EAB,O;BLACKPT,,,70,11.64,L46,
11/10/2014,L,F2L,0700EDEBBE,W;BLACKPT,,,69,10.04,L47,
11/10/2014,L,F2L,0700ED9F1F,Y;BLACKPT,,M,70,11.08,L45,
11/10/2014,L,F2L,0300038570,YPT;Blue/S2720-43535,2720-43535,,72.5,12.86,L48,juv
11/10/2014,L,F5L,03000390F1,YPT;Blue,,F,66.5,10.85,L49,
11/10/2014,L,F8L,030002B51B,YPT;LB,,,71.5,12.15,L50,
11/10/2014,L,F7L,030002BA36,YPT;G,,,71.5,12.29,L51,
11/10/2014,L,F7L,030003ACE9,YPT;LG,,,70.5,10.59,L52,
11/10/2014,L,F7L,030002D697,YPT;Black,,M,73.5,12.95,L53; L266,
11/10/2014,L,F7L,03000238E7,YPT;Grey,,,71.5,11.3,L54,
11/10/2014,L,F7L,030001E5EE,YPT;Y,,,70.5,11.23,L55,
11/10/2014,L,F7L,03000298F3,YPT;O,,F,71,10.87,L56,
11/10/2014,L,F6L,0300025C11,YPT;W,,M,72,11.8,L57; L251,
11/10/2014,L,F5L,0300027CC3,YPT;S2720-43484/G,2720-43484,,71.5,,,adult
11/14/2014,L,F1L,030001EDEB,Black;YPT,,M,75,12.67,L62,
11/14/2014,L,F10,030001C4F8,Blue;GREYPT,,,69.5,,L76; L310,
11/14/2014,L,F1L,030001CE0E,Grey;YPT,,,70,10.36,L63,
11/14/2014,L,F9L,0700ED98D3,GREYPT;Blue,,,72,12.71,L67,
11/14/2014,L,F9L,0700EE12AD,GREYPT;LB,,F,67,,L68,
11/14/2014,L,F9L,0700EDACDA,GREYPT;G,,M,72,,L69,
11/14/2014,L,F9L,030001AA57,GREYPT;LG,,M,70,,L70; L271; L311,
11/14/2014,L,F9L,0700EE1FBA,GREYPT;Black,,,72.5,,L71,
11/14/2014,L,F9L,0700EDE5DD,GREYPT;Grey,,,72,,L72,
11/14/2014,L,F10,0700ED8F36,GREYPT;Y,,M,74,,L73,
11/14/2014,L,F10,0700EE0EE4,GREYPT;O,,,67.5,,L74,
11/14/2014,L,F10,030003B798,GREYPT;W,,,68.5,,L75,
11/14/2014,L,F1L,030003BC9C,LG;YPT,,F,66.5,10.89,L61,
11/14/2014,L,F1L,030001FBB1,O;YPT,,F,66.5,11.15,L65; L324,
11/14/2014,L,F9L,03000393B8,W;YPT,,,69,,L66,
11/14/2014,L,F1L,030002A904,Y;YPT,,M,74,11.05,L64,
11/19/2014,L,F12L,0300005334,Black;GREYPT,,,71.5,11.23,L81,
11/19/2014,L,F12L,0700EDDEED,BLUEPT;Blue/Blue,,M,68.5,11.07,L85,
11/19/2014,L,F12L,0700EDE654,BLUEPT;Black/Black,,,69,10.23,L86,
11/19/2014,L,F9L,0700EDBE0A,BLUEPT;G/G,,F,67,10.67,L87,
11/19/2014,L,F9L,0300029FD8,BLUEPT;LG/LG,,,71.5,12.34,L88,
11/19/2014,L,F9L,0700EE1214,G;GREYPT,,F,68,11.23,L78; L263; L344,
11/19/2014,L,F12L,030001F82D,Grey;GREYPT,,M,73,12.15,L82,
11/19/2014,L,F6L,0700EE3087,GREYPT;S2540-39274,2540-39274,F,68,10.29,L79; L385,adult
11/19/2014,L,F9L,0700EDC701,LB;GREYPT,,,72,11.32,L77,
11/19/2014,L,F12L,0300024AB8,LG;GREYPT,,,70.5,11.59,L80,
11/19/2014,L,F12L,0700EDB6AE,O;GREYPT,,,70,10.89,L84,
11/19/2014,L,F9L,03000158F3,W;GREYPT,,,72,12.2,none,
11/19/2014,L,F12L,0700EE36E7,Y;GREYPT,,,70,11.09,L83,
11/21/2014,L,F1L,0700EE22BD,BLUEPT;LB/LB,,,67.5,11.67,L89,
11/21/2014,L,F5L,030001E139,BLUEPT;Y/Y,,,70.5,11.2,L91,
11/21/2014,L,F5L,0700EDD850,BLUEPT;O/O,,,71.5,12.75,L92; L262,
