Site,RFID Date,ColorBands,SilverBands,RFIDold,RFIDnew,Mass,WingLength,BloodSample,Feeder,Sex,MaturityTOIC,KnownHistory,Notes,Recap from pre-2015,Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
L,7/1/2015,YPT;LG/S2720-43476,2720-43476,0300039CDC,,,74,L163,BOX 28 L,M,adult,originally banded F4L 2013,,Y - formerly G/S;LB,,,BOX 30-1 L,,BOX 28 L,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,,,
L,7/1/2015,Y/Y;YPT,,0300027CC1,,,67.5,L164,BOX 59 L,F,adult,,,,,,,,BOX 59 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/2/2015,GREYPT;Blue/Blue,,0300025B42,,,66.5,L169,BOX 57 L,F,adult,,,,,,,BOX 58-2,BOX 57 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/2/2015,GREYPT;O/S2720-43494,2720-43494,0300023AA1,,,72.5,L170,BOX 9 L,M,adult,originally banded F1L 2013 ,,Y - formerly LB/B;S,,,,,BOX 9 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/2/2015,GREYPT;Blue/S2720-43505,2720-43505,0300020B2F,,,66.5,L171,BOX 9 L,F,adult,S banded as chick 2014 box if7 L,,,,,,,BOX 9 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/2/2015,W/W;YPT,,030003A40E,,,70.5,L168; L264,BOX 57 L,M,adult,,,,,,,BOX 31 L?,BOX 57 L,N,N,N,N,,N,N,N,N,,,,,,,,Y - 8/31 at F7L,
L,7/4/2015,GREYPT;Black/S2720-43488,2720-43488,0700EDFF49,,,66,L202,BOX 38 L,F,adult,originally banded F5L 2013,,Y,BOX 39-2 L,BOX 39-2 L,BOX 39-2 L,,BOX 38 L,N,N,N,N,,N,N,N,N,,,,,,,,Y - 9/4 at F5L; again 9/18 at F5L,
L,7/4/2015,GREYPT;G/S2720-43544,2720-43544,0700EDBBDA,,,69,L203,BOX 38 L,M,adult,S banded as chick 2014 box 54 L,,,,,,,BOX 38 L,N,N,N,N,,N,N,N,N,,,,,,,,Y - 9/4 at F5L,
L,7/4/2015,GREYPT;Black/Black,,0700EE2D2F,,,68,L204,BOX 86 L,F,adult,,,,,,,,BOX 86 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,8/19/2015,GREYPT;G/G,,0700EDF117,,11.68,65,L226,F3L,F,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/19/2015,GREYPT;LG/LG,,0700EE2C9F,,10.96,68,L227,F3L,F,adult,,adult at TOIC,,,,BOX 25-1 L,BOX 27A L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,,Y-again 9/18 at F2L; 10/21 at F2L,
L,8/19/2015,GREYPT;LB/LB,,0700EE052C,,10.53,66,L230; L924,F3L,F,,,paired with BLUE PT; S/Y,,BOX 25-2 L,BOX 30 L,BOX 30-1 L,BOX 30-2 L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,,Y - again 9/4 at F3L; 10/21 at F3L,
L,8/19/2015,GREYPT;Y/Y,,0700EDAF92,,11.76,70.5,L229,F3L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/19/2015,GREYPT;O/O,,0700EDADAF,,12.65,73.5,L232,F3L,F,adult,,adult at TOIC,,,,,BOX 40 L,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,8/19/2015,GREYPT;Grey/Grey,,0700EDA9B0,,11.59,71,L233,F3L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/19/2015,YPT;W/S2740-25339,2740-25339,0700EE164C,,11.66,68.5,LF200; L200,F3L,,juv,fledged from box 26 in 2015,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y - 8/19 at F3L; 9/4 at F4L; 9/18 at F3L,
L,8/19/2015,YPT;S2740-25039/W,2740-25039,0700EE4393,,11.76,71,L225,F3L,,juv,fledged from box 3 in 2015,missing toenail; lots of white on head,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y - 9/4 at F4L,
L,8/19/2015,YPT;Black/S2540-39203,2540-39203,0700EDC967,,12.92,72.5,L231,F2L,M,adult,S banded as chick if5.left 2013,adult at TOIC,,BOX 30 L,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 9/4 at F2L; 9/18 at F2L; 10/21 at F2L,
L,8/24/2015,Black/Black;GREYPT,,0700EDB700,,10.75,69,L237,F6L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,Y - again 9/4 at F5L. 10/23 at F6L,
L,8/24/2015,BLUEPT;G/LG,,0700EE2E69,,12.82,72,L245,F6L,,juv,,juve at TOIC; caught w W/W; GREY PT,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,BLUEPT;G/LB,,0700EE0CAF,,11.78,70,L248,F6L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,BLUEPT;G/Blue,,0700EE0CE2,,11.47,72,L249,F6L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,BLUEPT;G/Y,,0700EE403D,,10.7,66,L250,F6L,F,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,Blue/Blue;GREYPT,,0700EDB9A3,,12.15,70,L236,F6L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,G/G;GREYPT,,0700EDB8E2,,11.55,70,L238,F6L,M,adult,,adult at TOIC; missing blood sample; collect a 2nd if possible,,,BOX 27A L,BOX 26 L,,,N,N,N,N,,N,N,Y,Y,,Y-LEAR 8; LEAR 3,,F1L 09/23,,,,Y - again 8/31 at F7L,
L,8/24/2015,GREYPT;W/S2740-25042,2740-25042,0700EE04E2,,11.53,71,L234,F4L,,juv,fledged from box 3 In 2015,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,GREYPT;W/W,,0700EDF56D,0700EE40F2,11.92,71.5,L235,F5L,M,juv,,juve at TOIC,,BOX 51 L,,,BOX 47 L,,N,N,N,N,,N,N,N,N,,,,F7L 8/30,,,,Y,
L,8/24/2015,Grey/Grey;GREYPT,,0700EDE0DC,,12.18,73,L243,F5L,M,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F5L,
L,8/24/2015,LB/LB;GREYPT,,0700ED9150,,10.65,66.5,L240,F6L,F,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y - 8/31 at F8L,
L,8/24/2015,LG/LG;GREYPT,,0700EDF371,,11.41,69,L239,F6L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,O/O;GREYPT,,0700EDBE94,,11.19,70,L242,F5L,,adult,,adult at TOIC; caught w Y/Y; GREY PT,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/24/2015,W/W;GREYPT,,0700EDF9A8,,11.2,66,L244,F6L,F,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y - again 9/4 at F5L,
L,8/24/2015,YPT;S2720-43485/LB,2720-43485,0700EE0CD0,,11.83,70.5,L247,F5L,,adult,first was W;G; then S banded 2013 F5L,adult at TOIC,Y - formerly -;S/LB,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,8/24/2015,Y/Y;GREYPT,,0700EDEA14,,12.24,72.5,L241,F5L,M,adult,,adult at TOIC,,BOX 28 L,BOX 28 L; second clutch BOX 29-1 L,BOX 28 L,BOX 28 L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,F3L 09/09,,,,Y - again 9/4 at F4L,
L,8/31/2015,BLACKPT;G/LG,,0700EE3D69,,11.43,66.5,L274,F9L,F,adult,,adult at TOIC,,,,,,,N,N,Y,Y,,N,N,Y,Y,,,,,,,Y-F8L 1/30,Y - again 10/21 at F8L,
L,8/31/2015,BLACKPT;G/LB,,0700ED86F9,,12.37,66.5,L276,F9L,F,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,BLACKPT;G/Blue,,0700EE106D,,12.06,69.5,L277,F7L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,BLUEPT;G/O,,0700EE27EB,,,,L252,F7L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,BLUEPT;G/W,,0700EDA64F,,11.23,68,L256,F9L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,BLUEPT;G/Black,,0700EE122D,,10.67,69,L257,F9L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,BLUEPT;G/Grey,,0700EDA810,,12.26,73.5,L258,F9L,M,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,8/31/2015,G/Black;BLUEPT,,0700EDEDCD,,11.45,67.5,L272,F9L,,,,caught with grey pt; lg,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y - again 9/9 at F9L,
L,8/31/2015,G/Blue;BLUEPT,,0700EDD440,,11.56,73,L261; L735,F9L,M,adult,,adult at TOIC,,,,BOX 69-1 L,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 9/9 at F9L; 10/21 at f9l,
L,8/31/2015,G/Grey;BLUEPT,,0700EDC62E,,11.46,68,L273,F7L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,G/LB;BLUEPT,,0700EDECF8,,12.11,71,L259,F9L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,G/LG;BLUEPT,,0700EDF2CA,,12.07,75,L260,F9L,M,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,G/O;BLUEPT,,0700EE4473,,,71,L268,F8L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,G/W;BLUEPT,,0700EDAF28,,11.21,69,L270,F8L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,8/31/2015,G/Y;BLUEPT,,0700EDA1F5,,10.46,67,L265,F9L,F,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 9/9 at F9L; 9/23 at F8L,
L,9/4/2015,BLACKPT;G/Y,,0700ED935E,,11.62,71.5,L278,F3L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F3L,
L,9/4/2015,BLACKPT;S2720-43489/W,2720-43489,0700EDA1AE,,10.78,71,L279,F3L,F,adult,originally banded F3L 2013,adult at TOIC,Y,,,BOX 22-1 L,BOX 23 L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,,Y,
L,9/4/2015,BLACKPT;G/O,,0700EDB448,,10.5,67,L280,F3L,F,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,BLACKPT;G/W,,0700EE35C0,,11.16,70,L283,F2L,,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y-again 9/18 at F2L; 10/21 at F2L,
L,9/4/2015,BLACKPT;G/Black,,0700EDA8DD,,11.61,70,L284,F2L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F2L,
L,9/4/2015,BLACKPT;G/Grey,,0700EDC72C,,11.24,72,L286,F4L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F5L,
L,9/4/2015,BLACKPT;W/S2720-43486,2720-43486,0700EDE9FE,,11.82,70,L292,F5L,,adult,Originally S banded F5L 2013,adult at TOIC,Y,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F5L; 10/23 at F6L,
L,9/4/2015,BLACKPT;Y/S2740-25096,2740-25096,0700EDFC73,,12.4,70.5,L294,F3L,,juv,S banded as chick 2015 27B,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,BLUEPT;W/S2720-43493,2720-43493,0700ED97FC,,11.36,69.5,L302,F4L,F,adult,originally banded F1L 2013,adult at TOIC,Y,,,,BOX 13 L,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 10/21 at f3l,
L,9/4/2015,G/Black;BLACKPT,,0700EE1D35,,11.03,69,L298; L380,F6L,F,adult,,adult at TOIC,,BOX 43-3 L,,BOX 47-1 L,BOX 46 L,,Y,N,Y,Y,,Y,N,Y,Y,,Y-LEAR 8,,,,,,Y-again 9/18 at F5L,
L,9/4/2015,G/Blue;BLACKPT,,0700EDB10A,,11.96,70.5,L289,F3L,F,juv,,juve at TOIC,,,BOX 22-1 L,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,G/Grey;BLACKPT,,0700ED8B4D,,12.52,69,L299,F5L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,G/LB;BLACKPT,,0700ED9156,,11.34,70.5,L288; L682,F2L,F,,,,,,,BOX 22-2 L,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y-again 9/18 at F2L; 10/21 at F2L,
L,9/4/2015,G/LG;BLACKPT,,0700EDA70B,,11.69,71,L287,F4L,M,adult,,adult at TOIC,,BOX 41-1 L,BOX 41-1 L,BOX 41-1 L,BOX 40 L,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/18 at F5L; 10/23 at F5L,
L,9/4/2015,G/O;BLACKPT,,0700EDF46B,,10.17,71,L296,F3L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,Y,
L,9/4/2015,G/W;BLACKPT,,0700EDC6A6,,11.04,67,L297,F5L,F,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,G/Y;BLACKPT,,0700EDA6A5,,12.15,70,L291?,F5L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,YPT;G/LG,,0700EE01DB,,12.73,71.5,L300,F5L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/4/2015,YPT;G/LB,,0700ED8C62,,11.75,70,L303,F9L,,juv,,juve at TOIC; caught w G/B; blue pt,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/Black;YPT,,0700EDC0CD,,11.1,69.5,L317,F8L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/Blue;YPT,,0700EDCC4E,,12.34,72,L313,F10L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/LB;YPT,,0700EDCFEE,,10.88,68,L312,F10L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/LG;YPT,,0700EDC1CA,,10.87,68,L309,F10L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/O;YPT,,0700EE0C3E,,10.91,71,L315,F8L,,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,9/9/2015,G/W;YPT,,0700EE2529,,11.71,70,L316,F8L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,G/Y;YPT,,0700EE2CC3,,10.25,69,L314,F10L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,YPT;G/Blue,,0700EDCEB2,,12.14,70,L304,F9L,,juv,,juve at TOIC; caught w G/Y; blue pt,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,YPT;G/Y,,0700EDF754,,12.52,72,L305,F10L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-again 9/23 at F10L,
L,9/9/2015,YPT;G/O,,0700EDBD29,,,71,,F10L,,juv,,juve at TOIC; extremely tangled in net,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,YPT;G/W,,0700EDBAD4,,10.8,69.5,L306,F10L,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,YPT;G/Black,,0700EDF4B5,,11.76,71.5,L307,F10L,,juv,,juve at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/9/2015,YPT;G/Grey,,0700EDAAE7,,11.32,73,L308,F10L,M,,,,,,BOX 21 L,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/18/2015,G/Black;GREYPT,,0700EDC4F2,,11.7,68,L339?,F3L,,juv,,Juve at TOIC; caught with G/W;GREY PT (0700EE43B8) 9/18/15.,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/18/2015,G/Blue;GREYPT,,0700EE4214,,11.72,70.5,L335,?,,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,9/18/2015,G/Grey;YPT,,0700EE1664,,11.96,70,L319,F1L,M,,,,,BOX 9 L,BOX 9 L 06/10,BOX 9 L,,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,Y-F3L 1/27,Y,
L,9/18/2015,G/LB;GREYPT,,0700EE3D89,0700EDAEDE,12.22,72.5,L333,F1L,M,adult,,adult at TOIC,,,,,BOX IF2A L,,N,N,Y,Y,,N,N,Y,Y,,,,F1L 08/26,,,,Y,
L,9/18/2015,G/O;GREYPT,,0700EDECD8,,11.32,71,L337,F5L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/18/2015,G/W;GREYPT,,0700EE43B8,,12.06,73.5,L338,F3L,M,juv,,Juve at TOIC; caught with G/Black;Grey PT (0700EDC4F2) 9/18/15.,,,,,BOX 13 L,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 10/21 at f3l,
L,9/18/2015,G/Y;GREYPT,,0700EDFEE7,,10.81,67,L336,?,F,adult,,Adult at TOIC,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,Y,
L,9/18/2015,GREENPT;S2720-43492,2720-43492,0110179868,,,,L325,F4L,,adult,originally banded F1L 2013,,Y-formerly B/LB;S,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y - again 10/21 at F3L,
L,9/18/2015,GREYPT;G/LB,,0700EE28B9,,12.15,74.5,L320; L749,F4L,M,adult,,adult at TOIC,,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,,,,Y- F3L 3/1,Y - again 10/21 at F3L,
L,9/18/2015,GREYPT;G/Blue,,0700EDA554,,10.65,68,L321,F1L,,adult,,adult at TOIC,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,Y,
L,9/18/2015,GREYPT;G/Y,,0700EDFD3A,,12.12,74.4,L323; L773,F1L,M,,,,,BOX 12 L,,BOX 15 L,BOX 15 L,,N,N,Y,Y,,N,N,Y,Y,,Y-LEAR 3,,F1L 09/23,,F1L 11/22;,,Y,
L,9/18/2015,GREYPT;G/O,,0700EE3A95,,11.43,68,L326,F3L,,juv,,juvie at TOIC,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/18/2015,GREYPT;G/W,,0700EE0B52,,11.92,72.5,L328,?,,adult,,adult at TOIC,,,,,,,N,N,N,N,,N,N,N,Y,,Y-LEAR 8,,,,,,Y,
L,9/18/2015,GREYPT;G/Black,,0700EE231A,,12.59,70.5,L329,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/18/2015,GREYPT;G/Grey,,0700EDF88A,,12.32,72.5,L332,F4L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y,
L,9/23/2015,BLUEPT;B/G,,0700EDEFDE,,11.98,70,L343,F10L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,9/23/2015,BLUEPT;B/LG,,0700EDD17B,,12.05,73,L345,F9L,M,,,,,,,BOX 58-2 L,BOX 59 L,,N,N,Y,Y,,N,N,Y,Y,,,,,,,,Y - again 10/21 at F8L,
L,9/23/2015,G/Grey;GREYPT,,0700EDFCB1,,12.11,74,L342,F7L,M,juv,,Juvie at TOIC,,,,BOX 55-1 L,BOX 57 L,,N,N,Y,Y,,N,N,Y,Y,,,,,,,,Y,
L,10/21/2015,B/G;BLUEPT,,0700EDB3B3,,,72,L358,F9L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,Y-11/14/15 at F8L,
L,10/21/2015,B/LB;BLUEPT,,0700EDE972,,,70,L959,F8L,,,,"small blood sample, feather taken 2019",,,,,,,N,N,Y,Y,,Y,N,Y,Y,,,,F9L 09/06,,,,,
L,10/21/2015,B/LG;BLUEPT,,0700EE2A15,,,67,L359,F9L,F,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,10/21/2015,B/O;BLUEPT,,0700EDF8B6,,,75,L360,F9L,M,,,,,,,,BOX 58-2 L,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/21/2015,B/W;BLUEPT,,0700EE3876,,,73.5,L362,F9L,M,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,10/21/2015,B/Y;BLUEPT,,0700EDAA0B,,,69,L363,F3L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,Y-LEAR 3,,,,,,,
L,10/21/2015,BLUEPT;B/LG,,0700EE3402,,12.05,76.5,L348,F2L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,10/21/2015,BLUEPT;B/O,,0700EDB2AB,,11.27,73.5,L349,F2L,M,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,Y-LEAR 3,,,,,,,
L,10/21/2015,BLUEPT;B/W,,0700EE05D4,,11.13,74,L350; L738; L815,F4L,M,,,didn't fly right away,,,BOX 32-1A L 06/10,BOX 32-1A ,,,N,N,N,N,,N,N,N,N,,,,,,Y- F4L 23 Aug,,,
L,10/21/2015,BLUEPT;B/Y,,0700EDD808,,10.91,70.5,L351,F3L,,,,didn't fly right away,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/21/2015,BLUEPT;B/Black,,0700EDE95E,,11.4,73.5,L353,F7L,M,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,Y-LEAR 8,,,,,,,
L,10/21/2015,BLUEPT;B/Grey,,0700EDF33B,,,74,L356,F8L,M,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,10/21/2015,BLUEPT;Y/LB,,0700EDE6A4,,,67.5,L365,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/21/2015,BLUEPT;Y/G,,0700EE404E,,,69.5,L366,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/21/2015,BLUEPT;Y/W,,0700EDD66C,,,74,L367,F3L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,10/21/2015,GREYPT;G/LG,,0700EDA83E,,10.57,69,L346,F7L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,10/21/2015,YPT;S2720-43572,2720-43572,0700EDAC08,,11.54,71,L347,F9L,,adult,S banded as chick 2014 IF9 L,,,,,,,,N,N,N,Y,,N,N,N,Y,,Y-LEAR 8,,,,,,,
L,10/23/2015,B/Black;BLUEPT,,0700EE44ED,,9.96,69,L368,F5L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,10/23/2015,B/Grey;BLUEPT,,0700EE3A90,,10.5,69,L369,F5L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/G,,0700EDEF2A,,11.39,72.5,L370,F5L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/LG,,0700EDADD0,,11.2,72,L371,F5L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/O,,0700ED86DA,,11.89,68,L372,F5L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/W,,0700EE074E,,11.66,74.5,L373,F5L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/Y,,0700EDD6CF,,11.51,73,L374,F5L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/LB,,0700EDD2F8,,11.05,72,L375,F6L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,10/23/2015,BLACKPT;B/Black,,0700EDD085,,,73,L376,F5L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,B/Black;BLACKPT,,0700EDC40A,,,72,,F8L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/Black;YPT,,0700EDCF76,,,72,,F3L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/G;BLACKPT,,0700EDD8B9,,,73.5,L423,F3L,M,,,,,,,BOX 31 L,BOX 31 L,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/G;YPT,,0700EDAB41,,,70.5,,F3L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,Y-LEAR 3,,,,,,,
L,11/14/2015,B/Grey;BLACKPT,,0700ED8E00,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,B/Grey;YPT,,0700EDBEED,,,68,,F8L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/LB;BLACKPT,,0700ED8825,,,73,,F3L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,B/LB;YPT,,0700EDEC59,,,75,,F3L,M,,,Recap 2/12/16 at LEAR8,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/O;BLACKPT,,0700EE184D,,,72,,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/O;YPT,,0700EE05F8,,,69,,F3L,,,, Very strange; large ball-like growths (3) in cloacleal region at TOIC.,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
