Site,RFID Date,Julian RFID,Time,LEFT,RIGHT,RFID,OLD RFID,Mass (g),Wing Length,Blood sample,Feeder,Sex,Maturity at TOIC,Known history,Notes,Recap from pre-2015, Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
L,12/1/2017,,,LB/W,GREY PT,0700ED8EF0,,,70,L784,F5L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/1/2017,,,LB/Black,GREY PT,0700ED8938,,,73,L785,F5L,M,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/8/2017,,,LB/Grey,GREY PT,0700EDF25C,,,67.5,L786,F6L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/8/2017,,,BLUE PT,Black/G,030002682E,,,72,L787,F6L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/11/2017,,,BLUE PT,Black/B,0700EDE03F,,,71,L788,F9L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/11/2017,,,BLUE PT,Black/LB,0700EDF043,,,67,L789,F9L,F,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/11/2017,,,S2740-25985,Y PT,0700EDC09E,,,72,L790,F7L,,juv,nestling from Box 15 L 2017,,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,12/15/2017,,,BLUE PT,Black/W,0700EE1C45,,,68,L791,F5L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/B,0700EDF8F4,,,70,L797,F6L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/LB,0700EDE963,,,74,L798,F6L,M,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/W,0700ED9496,,,68,L799,F6L,F,juv,,JUV,,,BOX 46 L,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/O,0700EDE24E,,,66,L800,F6L,F,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/Y,0700EE2525,,,72,L801,F6L,,,,,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/Grey,0700EE4500,,,73,L802,F6L,M,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,S2820-13128/Blue,0700EDAE4D,,,71.5,L795,F8L,,juv,S banded as chick Box 39-2 L in 2017,JUV,,,,,,,Y,N,,,,Y,,,,,,,,,,,,
L,1/7/2018,,,BLUE PT,Black/O,0700EDD698,,,69,L792,F7L,M,juv,,JUV,,,BOX 53-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLUE PT,Black/Y,0700EE0ED1,,,66.5,L793,F8L,F,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLUE PT,Black/Grey,0700ED8BB7,,,70,L794; L848,F8L,F,juv,,JUV,,,BOX 61-2 L,,,,N,N,,,,N,,,,,,,,,,,,
L,1/7/2018,,,BLACK PT,Black/G,0700EE3937,,,72,L796; L841,F8L,M,juv,,JUV; check color bands - may be duplicate Black/Grey (color band corrected) ,,,BOX 58 L,,,,Y,N,,,,Y,,,,,,,,,,,,
L,4/13/2018,,,Y PT,Black/G,0700EDD973,,,71,L803,F3L,M,juv,,JUV,,BOX 25-1 L,BOX 25-2 L,,,,N,N,,,,N,,,,,,,F2L 08/26,,,,,
L,4/13/2018,,,Y PT,Black/B,0700EE29BB,,,71,L804,F3L,,juv,,JUV,,,,,,,N,N,,,,N,,,,,,,F4L 08/26,,,,,
L,4/13/2018,,,Y PT,Black/LB,0700EDACC8,,,69,L805,F3L,,,,,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,4/13/2018,,,Y PT,Black/W,0700EDE28D,,,73,L806,F3L,M,,,very little blood,,,,,,,N,N,,,,N,,,,,,,,,,,,
L,4/13/2018,,,BLACK PT,S2820-13166/GREY,0700EDFD5D,,,68,L807; L843,F3L,F,juv,Nestling from Box 51-1 2017,,,,BOX 34 L,,,,N,N,,,,N,,,,,,,,,,,,
L,4/13/2018,,,Y PT,Black/O,0700ED85C7,,,72,L808,F3L,M,juv,,JUV,,BOX 29-3 L,BOX 34 L,,,,N,N,,,,N,,,,,,,,,,,,
L,4/13/2018,,,Y PT,Black/Y,0700EE4081,,,68,L809,F3L,F,,,,,BOX 32 L,BOX 29-3 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/8/2018,,,Y PT,Black/Grey,0700EDE84B,,,65,L810,BOX 32-1,F,adult,,,,,BOX 32-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/8/2018,,,BLACK PT,S2740-25520/Black,0700EE38F7,,,71,L811,BOX 32-1,M,adult,nestling from IF5 L 2016,,,BOX 32-2 L,BOX 32-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/8/2018,,,GREY PT,Black/G,0700EE35D4,,,69,L812,Box 40,F,adult,,,,,BOX 40 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/8/2018,,,GREY PT,Black/B,0700EE023F,,,72,L813,Box 40,M,adult,,,,BOX 41 L,BOX 40 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/12/2018,,,GREY PT,Black/LB,0700EE378F,,,67.5,"L818, L893",BOX 51 L,F,adult,,,,BOX 50 L,BOX 51 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/12/2018,,,GREY PT,Black/W,0700EE01A3,,,65.5,L819,BOX 78 L,F,adult,,,,,BOX 78 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/12/2018,,,GREY PT,Black/O,0700EDA00F,,,72,L820,BOX 78 L,M,adult,,,,,BOX 78 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/14/2018,,,GREY PT,Black/Y,0700EE0441,,,72,L821,BOX 76 L ,M,adult,,,,BOX 77 L,BOX 76 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/14/2018,,,GREY PT,Black/Grey,0700EE133E,,,72,L822,BOX 80 L,M,adult,,,,BOX 80 L,BOX 80 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/14/2018,,,Black/G,BLUE PT,0700EE120A,,,65,L823,BOX 80 L,F,adult,,,,,BOX 80 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/14/2018,,,Black/B,BLUE PT,0700EE197F,,,64.5,L824,BOX 37-1 L,F,adult,,,,BOX 41 L,BOX 37-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/15/2018,,,Black/LB,BLUE PT,0700EDF318,,,68.5,L827,BOX 30-7 L,M,adult,,,,,BOX 30-7 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/15/2018,,,Black/W,BLUE PT,0700EDCC90,,,65.5,L828,BOX 55-6 L,F,adult,,,,BOX 55-4 L,BOX 55-6 L,,,,Y,N,,,,Y,,,,,,,,F8L 03/15 taile feather taken,,,,
L,6/15/2018,,,Black/O,BLUE PT,0700EDE4F9,,,71,L829,BOX 67-1 L,M,adult,,,,BOX 67-4 L,BOX 67-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/15/2018,,,Black/Y,BLUE PT,0700EDF81A,,,66.5,L830,BOX 76 L,F,adult,,,,,BOX 76 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/16/2018,,,Black/Grey,BLUE PT,0700ED8EAF,,,67,L831,BOX 53-1 L,F,adult,,pics and tail collected 2018,,BOX 67 L,BOX 53-1 L,,,,N,N,,,,N,,,,,,,,F9L 10/22,,,,
L,6/16/2018,,,BLACK PT,G/S2740-25577,0700EDB4A7,,,68,L833,BOX 92 L,F,adult,Nestling from Box 77 L 2016,,,BOX 89 L,BOX 92 L; renest BOX 93 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/16/2018,,,BLACK PT,LB/S2820-13272,0700EE15DA,,,64,L834,BOX 87 L,F,adult,Nestling from Box 96 L 2017,,,,BOX 87 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/16/2018,,,Black/G,BLACK PT,0700EDBD83,,,71.5,L835,BOX 87 L,M,adult,,,,,BOX 87 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/16/2018,,,BLACK PT,O/S2820-13137,0700EDA42A,,,66,L836,BOX 22-4 L,F,adult,Nestling from BOX 19 L 2017,,,BOX 22 -3 L,BOX 22-4 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/18/2018,,,Black/B,BLACK PT,0700EDC742,,,71,L837,BOX 30 L,M,adult,,,,BOX 25-2 L,BOX 30 L,,,,N,N,,,,N,,,,,,,F3L 09/09,,,,,
L,6/18/2018,,,Black/LB,BLACK PT,0700EE41FD,,,67,L838,BOX 43-3 L,F,adult,,,,BOX 43-1 L,BOX 43-3 L,,,,N,N,,,,N,,,,,,,F6L 09/13,,,,,
L,6/18/2018,,,Black/W,BLACK PT,0700EE14A0,,,70,L839,BOX 71 L,M,adult,,,,,BOX 71 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/19/2018,,,Black/O,BLACK PT,0700EDCC34,,,67,L840,BOX 41-3 L,F,adult,,,,BOX 47-1 L,BOX 41-3 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/20/2018,,,Black/Y,BLACK PT,0700EDECE1,,,74,L844,BOX 69-1 L,M,adult,,,,,BOX 69-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/20/2018,,,Black/Grey,BLACK PT,0700EDAAAB,,,66,L845,BOX 69-1 L,F,adult,,,,BOX 71 L,BOX 69-1 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/20/2018,,,Black/G,Y PT,0700EDDB07,,,65,L846,BOX 90A L,F,adult,,,,BOX 90A L,BOX 90A L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/20/2018,,,Black/B,Y PT,0700EE0B93,,,68,L847,BOX 89 L,F,adult,,,,BOX 87B L,BOX 89 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/20/2018,,,Black/LB,Y PT,0700EE04FF,,,67,"L849, L888",BOX 37-2 L,F,adult,,,,BOX 37-2 L,BOX 37-2 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/22/2018,,,Black/W,Y PT,0700EDC805,,,68,L850,BOX 45 L,F,adult,,,,BOX 45 L,BOX 45 L,,,,N,N,,,,N,,,,,,,,,,,,
L,6/23/2018,,,Black/O,Y PT,0700ED9715,,,65,L851,BOX 67-3 L,F,adult,,,,BOX 61-2 L,BOX 67-3 L,,,,Y,N,,,,Y,,,,,,,,,,,,
L,6/25/2018,,,Black/Y,Y PT,0700EDF0B4,,,68,L852,BOX 96 L,F,adult,,,,,BOX 96 L,,,,N,N,,,,N,,,,,,,,,,,,
L,7/20/2018,,,Black/Grey,Y PT,0700EDBE2D,,,70,L853,BOX 93 L,M,adult,,,,BOX 89 L,BOX 93 L,,,,N,N,,,,N,,,,,,,,,,,,
L,9/5/2018,,,W PT,S2820-13758/Y,011017A471,,,71,L854,F4L,,juv,Nestling from BOX 55-1L 2018,Pics and feathers taken,,,,,,,N,,,,,N,,,,,,,,,,,,
L,9/5/2018,,,Black/G,GREY PT,0700EE064F,,,66.5,L855,F4L,F,adult,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,9/5/2018,,,BLACK PT,B/S2820-13562,0700ED9B9C,0700EDBA48,,70,L856,F5L,,juv,Nestling from BOX 37-3 2018,,,,,,,,N,,,,,N,,,,,,,F4L 08/26,,,,,
L,9/19/2018,,,Black/B,GREY PT,0700EE2785,,,71,L857,F2L,,juv,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,F2L 11/14,,,,
L,9/19/2018,,,Black/LB,GREY PT,0700EE1028,,,67.5,L860,F4L,,juv,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,10/17/2018,,,Black/W,GREY PT,0700EDB8E5,,,69.5,L861,F4L,M,adult,,pic and feathers taken 2018.,,BOX 32 L,,,,,N,,,,,N,,,,,,,,,,,,
L,10/19/2018,,,Black/O,GREY PT,0700EE316C,,,68,L862,F3L,F,,,Pics and feathers taken 2018.,,BOX 30 L,,,,,N,,,,,N,,,,,,,,,,,,
L,10/19/2018,,,Black/Y,GREY PT,0700EDF6D7,,,65.5,L863,F1L,F,juv,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,10/19/2018,,,W PT,S2820-13136/O,011017A588,,,72,L864,F1L,M,adult,nestling from BOX 19 L 2017,pics and feathers taken 2018,,BOX 16L,,,,,N,,,,,N,,,,,,,,,,,,
L,10/19/2018,,,Black/Grey,GREY PT,0700EE2A71,,,69,L865,F1L,,juv,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,10/19/2018,,,BLUE PT,Grey/Black,0700EE199E,,,70,L866,F1L,F,juv,,Pics and feathers taken 2018.+O629,,BOX 15 L,,,,,N,,,,,N,,,,,,,,,,,,
L,10/22/2018,,,BLUE PT,Grey/W,0300028FB7,,,68.5,L867,F9L,,juv,,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,10/22/2018,,,W PT,S2820-13561/G,01101799F1,,,68,L868,F6L,,juv,Nestling from BOX 37-3 L 2018,Pics and feathers taken 2018.,,,,,,,N,,,,,N,,,,,,,,,,,,
L,10/22/2018,,,BLUE PT,Grey/Y,0300020B16,,,69,L869,F9L,M,juv,,pic and feathers taken 2018.,,BOX 62-1 L,,,,,Y,,,,,N,,,,,,,,,,,,
L,3/15/2019,,,W PT,S2820-13524/Grey,0110171291,01101742F9,,66,LF1168,F8L,F,juv,Nestling from BOX 43-1 L 2018,Tail feather taken 2018 and 2019,,BOX 60 L,,,,,N,,,,,N,,,,,,,F8L 8/30,,,,,
L,3/15/2019,,,W PT,S2820-13063/Black,01101714A5,,,70,LF1048,F8L,M,juv,Nestling from BOX 39-2 L 2018,tail feather taken,,BOX 55-4 L,,,,,Y,,,,,N,,,,,,,,,,,,
L,3/15/2019,,,BLUE PT,Grey/O,0300030A60,,,70.5,L913,F8L,M,,,no blood; tail feather taken 2019,,BOX 58-2 L,,,,,Y,,,,,N,,,,,,,,F8L 03/24,,,,
L,3/15/2019,,,BLUE PT,Grey/B,030002477D,,,70,,F8L,,juv,,no blood; tail feather taken 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
L,3/18/2019,,,BLUE PT,Grey/G,0700EDBE68,,,69,,F8L,,juv,,no blood; tail feather taken 2019,,,,,,,Y,,,,,N,,,,,,,,,,,,
L,3/18/2019,,,WHITE PT,W/S2820-13649,011017388B,,,70.5,LF1261,F8L,M,juv,Nestling from BOX 69-1L 2018,tail feather taken,,BOX 60 L,,,,,N,,,,,N,,,,,,,,,,,,
L,3/18/2019,,,BLACK PT,Grey/Black,0110170546,,,66.5,,F8L,F,juv,,no blood; tail feather taken 2019,,,,,,,Y,,,,,N,,,,,,,,F8L 04/01,,,,
L,3/18/2019,,,BLACK PT,Grey/W,0700EDF905,0110172821,,65,L896,F8L,F,,,no blood; tail feather taken 2019,,BOX 55-7 L,,,,,N,,,,,N,,,,,,,F7L 8/30,,,,,
L,3/24/2019,,,BLACK PT,Grey/Y,0700ED8D57,,,72,L914,F8L,M,juv,,little blood; tail feather taken 2019,,BOX 64B-2L,,,,,N,,,,,N,,,,,,,F9L 09/06,,,,,
L,3/24/2019,,,BLACK PT,Grey/O,0110170208,,,69,,F8L,,adult,,no blood; tail feather taken 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
L,3/24/2019,,,BLACK PT,Grey/B,0700ED9B18,0110170075,,66.5,L895,F8L,F,juv,,no blood; tail feather taken 2019,,BOX 51-1 L,,,,,Y,,,,,N,,,,,,,,,,,,
L,3/24/2019,,,BLACK PT,Grey/LB,0700EE20E9,,,71,,F8L,,juv,,no blood; tail feather taken 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
L,3/29/2019,,,BLACK PT,Grey/G,0700EE05C2,,,69,,F8L,,,,no blood; tail feather taken 2019,,,,,,,,,,,,N,,,,,,,,,,,,
L,6/13/2019,,,Y PT,Grey/Black,0700EE0A0D,,,70,L870,BOX 22-2 L,F,,,tail taken 2019,,BOX 22-2 L,,,,,,,,,,,,,,,,,"F3L 08/26, F2L 9/2",,,,,
L,6/13/2019,,,Y PT,Grey/W,0700EDC593,,,70,L871,BOX 22-2 L,M,,,,,BOX 22-2 L,,,,,,,,,,,,,,,,,F2L 09/02,,,,,
L,6/14/2019,,,GREY PT,Grey/Black,0700EE3F4B,,,69,L877,BOX 4 L,F,,,,,BOX 4 L,,,,,,,,,,,,,,,,,,,,,,
L,6/14/2019,,,Y PT,Grey/LB,0700EDE323,,,67,L875,BOX 39-1 L,M,,,,,BOX 39-1 L,,,,,,,,,,,,,,,,,F5L 08/26,,,,,
L,6/14/2019,,,Y PT,Grey/B,0700EDA01B,,,66.5,L874,BOX 39-1 L,F,,,,,BOX 39-1 L,,,,,,,,,,,,,,,,,,,,,,
L,6/14/2019,,,GREY PT,Grey/W,0700EDA295,,,70,L880,BOX 51 L,F,,,,,BOX 51 L,,,,,,,,,,,,,,,,,,,,,,
L,6/14/2019,,,GREY PT,Grey/O,0700ED87B8,,,67,L883,BOX 29-3 L,F,,,,,BOX 29-3 L,,,,,,,,,,,,,,,,,F3L 08/26,F3L 08/16,,,,
L,6/14/2019,,,GREY PT,Grey/B,0700EDEC7C,,,67,L884,BOX 25-3 L,F,adult,,,,BOX 25-3 L,,,,,,,,,,,,,,,,,F3L 09/02,,,,,
L,6/14/2019,,,BLACK PT,W/S2820-13034,030002EBD8,,,70,"L885, LF1019 ",BOX 25-3 L,M,juv,Nestling from BOX 32-1AL 2018,,,BOX 25-3 L,,,,,,,,,,,,,,,,,"F3L 08/26, F3L 09/02",,,,,
L,6/14/2019,,,Y PT,Grey/Y,0700EDEAD5,,,68,L872,BOX 37-4 L,F,juv,,,,BOX 37-4 L,,,,,,,,,,,,,,,,,,,,,,
L,6/14/2019,,,Y PT,Grey/O,0700EE4554,,,69,L873,BOX 37-4 L,M,,,CARRIE HAS PIT,,BOX 37-4 L,,,,,,,,,,,,,,,,,,,,,,
L,6/14/2019,,,GREY PT,Grey/Y,0700EDDFBD,,,68,L881,BOX 93 L,F,,,male in box 93 in 2019 PIT 0700EDFF57,,BOX 93 L,,,,,,,,,,,,,,,,,,,,,,
L,6/15/2019,,,GREY PT,Grey/LB,0700EDF704,,,66,L886,BOX 32-2 L,F,,,,,BOX 32-2 L,,,,,,,,,,,,,,,,,F4L 09/09,,,,,
L,6/15/2019,,,WHITE PT,S2820-13165/LB,01101748AB,,,70,"L889, LF800",BOX 42 L,M,adult,Nestling from BOX 56 L 2017,,,BOX 42 L,,,,,,,,,,,,,,,,,,,,,,
L,6/15/2019,,,WHITE PT,Y/S2820-13022,0110170FD3,,,66,"L890, LF1007",BOX 42 L,F,juv,Nestling from BOX 29-6 L 2018,,,BOX 42 L,,,,,,,,,,,,,,,,,F5L 08/20,,,,,
L,6/15/2019,,,GREY PT,Grey/G,0700EDEA7D,,,71,L891,BOX 43-1 L,M,,,,,BOX 43-1 L,,,,,,,,,,,,,,,,,,,,,,
L,6/15/2019,,,Grey/Black,BLUE PT,0300038FED,,,69,L892,BOX 43-3 L,M,,,,,BOX 43-3 L,,,,,,,,,,,,,,,,,F6L 09/13,,,,,
L,6/15/2019,,,Grey/W,BLUE PT,0700EDD2AF,,,67,L894,BOX 51-1 L,M,,,,,BOX 51-1 L,,,,,,,,,,,,,,,,,F7L 8/30,,,,,
L,6/17/2019,,,Grey/Y,BLUE PT,0700EE38DB,,,69.5,L897,BOX 81 L,F,,,,,BOX 81 L,,,,,,,,,,,,,,,,,,,,,,
L,6/17/2019,,,Grey/O,BLUE PT,0700ED9AFA,,,74,L898,BOX 81 L,M,,,,,BOX 81 L,,,,,,,,,,,,,,,,,,,,,,
L,6/17/2019,,,Grey/B,BLUE PT,0700EE0D4A,,,70,L899,BOX 90A L,M,,,,,BOX 90A L,,,,,,,,,,,,,,,,,,,,,,
L,6/17/2019,,,Grey/LB,BLUE PT,0700EDC2B6,,,67,L900,BOX 80 L,F,,,female in very poor condition upon capture,,BOX 80 L,,,,,,,,,,,,,,,,,,,,,,
L,6/17/2019,,,Grey/G,BLUE PT,0700EDAE57,,,71,L901,BOX 55-7 L,M,,,,,BOX 55-7 L,,,,,,,,,,,,,,,,,F8L 08/23,,,,,
L,6/18/2019,,,Grey/Black,BLACK PT,0700EE187D,,,66,L902,BOX 47-1 L,M,,,,,BOX 47-1 L,,,,,,,,,,,,,,,,,,,,,,
L,6/19/2019,,,WHITE PT,G/S2820-13076,01101708F1,,,73.5,"L903, LF1061",BOX 22-3 L,M,juv,Nestling from BOX 16 L 2018,,,BOX 22-3 L,,,,,,,,,,,,,,,,,,,,,,
L,6/19/2019,,,WHITE PT,LB/S2820-13614,011016FF71,,,74.5,"L904, LF1234",BOX 49-1 L,M,,Nestling from BOX 61-2 L 2018,,,BOX 49-1 L,,,,,,,,,,,,,,,,,,,,,,
L,6/19/2019,,,Grey/W,BLACK PT,0700EDAA44,,,69.5,L905,BOX 86 L,F,juv,,,,BOX 86 L,,,,,,,,,,,,,,,,,,,,,,
L,6/19/2019,,,Grey/Y,BLACK PT,0700EE165F,,,72,L906,BOX 86 L,M,juv,,,,BOX 86 L,,,,,,,,,,,,,,,,,,,,,,
L,6/21/2019,,,Grey/O,BLACK PT,0110171EC2,,,68.5,L907,BOX 65-1 L,F,,,,,BOX 65-1 L,,,,,,,,,,,,,,,,,,,,,,
L,6/22/2019,,,Grey/B,BLACK PT,011016E48C,,,67.5,L908,BOX 22-4 L,F,juv,,,,BOX 22-4 L,,,,,,,,,,,,,,,,,,,,,,
L,6/22/2019,,,Grey/LB,BLACK PT,01101742EB,,,72.5,L909,BOX 22-4 L,M,juv,,,,BOX 22-4 L,,,,,,,,,,,,,,,,,,,,,,
L,6/22/2019,,,Grey/G,BLACK PT,0700EDF10F,,,72.5,L910,BOX 87B L,M,adult,,small blood sample,,BOX 87B L,,,,,,,,,,,,,,,,,,,,,,
L,6/22/2019,,,WHITE PT,B/S2820-13520,011017055D,,,70,"L911, LF1164",BOX 67 L,M,juv,Nestling from BOX 58-3 L 2018,,,BOX 67 L,,,,,,,,,,,,,,,,,,,,,,
L,6/23/2019,,,Grey/Black,Y PT,0700EE2DCE,,,,L912,BOX 16 L,F,,,,,BOX 16 L,,,,,,,,,,,,,,,,,,,,,,
L,6/24/2019,,,WHITE PT,Grey/S2820-13113,0110170E08,,,72,"L915, LF748",BOX 71 L,M,adult,Nestling from BOX 61-2 L 2017,,,BOX 71 L,,,,,,,,,,,,,,,,,,,,,,
L,6/28/2019,,,Grey/W,Y PT,0700EDE859,,,69,L916,BOX 67-2 L,F,,,"giant hematoma, very little blood",,BOX 67-2 L,,,,,,,,,,,,,,,,,F9L 09/06,,,,,
L,6/28/2019,,,WHITE PT,Black/S2820-13277,0110173676,,,72,"L918, LF913",F10L,M,adult,Nestling from BOX 96 L 2017,individual from natural nest on chickadee highway,,,,,,,,,,,,,,,,,,,,,,,,
L,6/30/2019,,,Grey/Y,Y PT,0700ED9F6B,,,70,L919,BOX 22D L,F,,,,,BOX 22D L,,,,,,,,,,,,,,,,,,,,,,
L,6/30/2019,,,WHITE PT,O/S2740-25615,01101797BD,,,67,"L920, LF521",BOX 22D L,M,adult,Nestling from Box 48 L 2016,,,BOX 22D L,,,,,,,,,,,,,,,,,,,,,,
L,6/30/2019,,,Grey/O,Y PT,0700EDA312,,,69,L921,BOX 43-2 L,F,,,,,BOX 43-2 L,,,,,,,,,,,,,,,,,,,,,,
L,6/30/2019,,,GREEN PT,S2820-13823/Y,011016D578,,,67,L922,BOX 92 L,M,,,Silver band not in our database,,BOX 92 L,,,,,,,,,,,,,,,,,,,,,,
L,7/2/2019,,,GREEN PT,S2820-13657/O,011016E703,,,65,"L923, LF1269",BOX 92 L,F,juv,Nestling from BOX 25-1 L 2018,,,BOX 92 L,,,,,,,,,,,,,,,,,,,,,,
L,8/16/2019,,,Grey/B,Y PT,0700EE2678,,,66,L924,F1L,,adult,,possible pox on legs but banded normally,,,,,,,,,,,,,,,,,,,,,,,,
L,8/16/2019,,,GREEN PT,S2540-01903/LB,011016CD90,,,69,L925,F1L,,juv,Nestling from BOX 41 L 2019,Tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/16/2019,,,Grey/LB,Y PT,0700ED9F4C,,,69,L926,F1L,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,
L,8/16/2019,,,Grey/G,Y PT,0700EDCDC7,,,70,L927,F3L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,F4L 09/09,,,,,
L,8/20/2019,,,Grey/Black,GREY PT,0700EDDF62,,,73,L928,F6L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/20/2019,,,Grey/W,GREY PT,0700EDF09A,,,71,L929,F5L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/20/2019,,,GREEN PT,S2820-13922/B,011016A4BD,,,70,L930,F5L,,juv,Nestling from BOX 65-1 L 2019,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,GREEN PT,S2510-43247/Grey,011016BEBF,,,71,L931,F9L,,juv,Nestling from BOX 29-6 L 2019,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,Grey/Y,GREY PT,0700EE14C4,,,70.5,L932,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,GREEN PT,S2850-50061/Black,01101737DE,,,67.5,L933,F8L,,juv,Nestling from BOX 25-2 L 2019,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,Grey/O,GREY PT,0700EDC93F,,,70,L934,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,Grey/B,GREY PT,0700EE4151,,,72,L935,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,F7L 8/30,,,,,
L,8/23/2019,,,Grey/LB,GREY PT,0700EE4389,,,70.5,L936,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,Grey/G,GREY PT,0700EE38F8,,,70,L937,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/23/2019,,,W PT,,0110174446,,,70,L938,F8L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,,W PT,0110171D74,,,69,L939,F4L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,GREEN PT,,011016E679,,,69.5,L940,F4L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,,GREEN PT,01103F64D5,,,68,L941,F3L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Grey/Black,W PT,01101725E4,,,70.5,,F1L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
